SeqName	Length	Description	GO IDs
FAGR_UCONN_32138	335	KAF3959557.1hypothetical protein CMV_015641	GO:0048244
FAGR_UCONN_32139	541	"XP_030968102.1pentatricopeptide repeat-containing protein At1g28690, mitochondrial isoform X2"	GO:0009451;GO:0003723
FAGR_UCONN_32140	502	"XP_030954458.1pyruvate kinase, cytosolic isozyme"	GO:0006096;GO:0016310;GO:0000287;GO:0004743;GO:0005524;GO:0016301;GO:0030955;GO:0005737;GO:0043231
FAGR_UCONN_32141	438	XP_050267002.1polycomb group protein EMBRYONIC FLOWER 2-like	GO:0006338;GO:0010048;GO:0031490;GO:0046872;GO:0005677
FAGR_UCONN_32142	395	KAF3970031.1hypothetical protein CMV_006235	GO:0016020
FAGR_UCONN_32143	247	XP_050266259.1uncharacterized protein LOC126709929	
FAGR_UCONN_32144	259	"XP_030970769.1flavin mononucleotide hydrolase 1, chloroplatic isoform X1"	GO:0016787
FAGR_UCONN_32145	524	XP_023912321.1cytochrome P450 CYP82D47-like	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0016020
FAGR_UCONN_32146	261	XP_050271445.1thaumatin-like protein	GO:0006952
FAGR_UCONN_32147	137	XP_023882177.1protein EARLY FLOWERING 4-like	GO:0009649;GO:0042753;GO:0005634
FAGR_UCONN_32148	142	XP_018827997.1kxDL motif-containing protein 1-like	GO:0032418;GO:0042803;GO:0043621;GO:0005634;GO:0005737;GO:0099078
FAGR_UCONN_32149	135	XP_023879493.1uncharacterized protein LOC111991917	GO:0016020
FAGR_UCONN_32150	220	XP_023922308.1uncharacterized protein LOC112033761 isoform X2	
FAGR_UCONN_32151	172	XP_030973590.1E3 ubiquitin-protein ligase RHA2B-like	GO:0016020
FAGR_UCONN_32152	582	"XP_030959602.1pentatricopeptide repeat-containing protein At3g04760, chloroplastic"	GO:0003729
FAGR_UCONN_32153	272	XP_023926568.1salicylic acid-binding protein 2-like	GO:0009694;GO:0009696;GO:0080030;GO:0080031;GO:0080032
FAGR_UCONN_32154	674	XP_030959952.1protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS 3 isoform X1	GO:0010020;GO:0009707;GO:0035452
FAGR_UCONN_32155	309	"XP_030972357.130S ribosomal protein S5, chloroplastic"	GO:0006412;GO:0003729;GO:0003735;GO:0019843;GO:0005763
FAGR_UCONN_32156	614	"XP_030960407.1pentatricopeptide repeat-containing protein At5g13770, chloroplastic"	
FAGR_UCONN_32157	137	"KAF5448917.1hypothetical protein F2P56_029408, partial"	GO:0009733
FAGR_UCONN_32158	501	XP_050292410.1cytochrome P450 71AU50-like	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0016020
FAGR_UCONN_32159	1072	XP_030974804.1RNA cytidine acetyltransferase 1	GO:0051391;GO:1904812;GO:0000049;GO:0005524;GO:1990883;GO:0005730;GO:0016020
FAGR_UCONN_32160	223	KAF3959265.1hypothetical protein CMV_015906	GO:0005524
FAGR_UCONN_32161	543	XP_030945560.1cytochrome P450 711A1	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0016020
FAGR_UCONN_32162	630	XP_023892376.1putative leucine-rich repeat receptor-like serine/threonine-protein kinase At2g14440 isoform X3	GO:0016310;GO:0016301;GO:0016020
FAGR_UCONN_32163	685	"XP_030944096.1pentatricopeptide repeat-containing protein At3g02490, mitochondrial-like"	GO:0008380
FAGR_UCONN_32164	312	KAE8057233.1hypothetical protein FH972_013939	GO:0016020
FAGR_UCONN_32165	1148	XP_050263233.1peroxisome biogenesis protein 1 isoform X1	GO:0006635;GO:0016558;GO:0005524;GO:0016887;GO:0005778;GO:0005829
FAGR_UCONN_32166	127	KAF3966965.1hypothetical protein CMV_008987	GO:0007186;GO:0016020
FAGR_UCONN_32167	338	KAF3966433.1hypothetical protein CMV_009461	GO:0006355;GO:0003700;GO:0043565;GO:0005634
FAGR_UCONN_32168	586	XP_050249520.1probable L-gulonolactone oxidase 6	GO:0019853;GO:0003885;GO:0050105;GO:0071949;GO:0016020
FAGR_UCONN_32169	584	KAF3976076.1hypothetical protein CMV_000721	GO:0071763;GO:0005635
FAGR_UCONN_32170	271	XP_023924416.1floral homeotic protein DEFICIENS	GO:0010093;GO:0045944;GO:0000978;GO:0000981;GO:0046983;GO:0005634
FAGR_UCONN_32171	185	XP_050262293.1uncharacterized protein LOC126706788	GO:0005634
FAGR_UCONN_32172	406	KAF3954668.1hypothetical protein CMV_020017	GO:0006364;GO:0003676;GO:0008408;GO:0005634
FAGR_UCONN_32173	152	KAE8037178.1hypothetical protein FH972_009790	GO:0032259;GO:0000976;GO:0008168;GO:0030246;GO:0048188
FAGR_UCONN_32174	694	XP_050260756.1probable L-type lectin-domain containing receptor kinase S.5	GO:0016310;GO:0098542;GO:0004674;GO:0005524;GO:0030246;GO:0005886
FAGR_UCONN_32175	654	XP_030943777.1uncharacterized protein LOC115968509	GO:0042254;GO:0005525;GO:0009507
FAGR_UCONN_32176	280	XP_023914698.1uncharacterized protein LOC112026244	
FAGR_UCONN_32177	470	XP_030951921.1protein trichome birefringence-like 23	GO:0016413;GO:0005794
FAGR_UCONN_32178	450	XP_030975815.1uncharacterized protein At4g37920	
FAGR_UCONN_32179	261	"XP_050291554.1thioredoxin-like protein HCF164, chloroplastic"	GO:0010190;GO:0016671;GO:0009535
FAGR_UCONN_32180	462	XP_030935839.1U-box domain-containing protein 9	GO:0016567;GO:0004842;GO:0005634;GO:0005737
FAGR_UCONN_32181	185	KAF5452012.1hypothetical protein F2P56_027053	GO:0005634;GO:0044545
FAGR_UCONN_32182	561	XP_050247220.1(-)-germacrene D synthase-like	GO:0016102;GO:0000287;GO:0010333
FAGR_UCONN_32183	517	KAF3956030.1hypothetical protein CMV_018813	GO:0004029
FAGR_UCONN_32184	454	XP_030943995.1serine/threonine-protein kinase RIPK	GO:0016310;GO:0004672;GO:0005524
FAGR_UCONN_32185	158	XP_050268141.1copper transporter 5.1	GO:0035434;GO:0005375;GO:0005886
FAGR_UCONN_32186	394	KAF3944108.1hypothetical protein CMV_029396	GO:0016226;GO:0009507
FAGR_UCONN_32187	361	XP_030975430.11-aminocyclopropane-1-carboxylate oxidase homolog 1-like	GO:0046872;GO:0050590
FAGR_UCONN_32188	596	XP_030943184.1BTB/POZ domain and ankyrin repeat-containing protein NPR1-like isoform X1	GO:0009862;GO:0016567;GO:0042742;GO:0050832;GO:2000022;GO:2000031;GO:0005634
FAGR_UCONN_32189	471	KAF3444395.1hypothetical protein FNV43_RR14087	GO:0000226;GO:0000278;GO:0005200;GO:0005525;GO:0016787;GO:0005737;GO:0005874
FAGR_UCONN_32190	314	KAF3970904.1hypothetical protein CMV_005445	
FAGR_UCONN_32191	741	XP_050251360.1CSC1-like protein RXW8 isoform X2	GO:0098655;GO:0005227;GO:0005886
FAGR_UCONN_32192	450	KAF3964478.1hypothetical protein CMV_011239	GO:0046294;GO:0004024;GO:0008270;GO:0051903;GO:0005829
FAGR_UCONN_32193	205	KAE8055639.1hypothetical protein FH972_012466	GO:0070072;GO:0005789
FAGR_UCONN_32194	683	XP_050256007.1protein FRIGIDA	GO:0032502
FAGR_UCONN_32195	99	POF27173.1hypothetical protein CFP56_08543	GO:0006457;GO:0009409;GO:0051082;GO:0016272
FAGR_UCONN_32196	240	XP_050268069.1calcium-binding protein CML37-like	GO:0005509;GO:0030234
FAGR_UCONN_32197	301	XP_030940329.1protein CANDIDATE G-PROTEIN COUPLED RECEPTOR 2-like	GO:0007186;GO:0004497;GO:0004930;GO:0005506;GO:0016705;GO:0020037;GO:0005886
FAGR_UCONN_32198	180	XP_044482525.118.1 kDa class I heat shock protein-like	GO:0006457;GO:0009408;GO:0009651;GO:0042542;GO:0051259;GO:0043621;GO:0051082
FAGR_UCONN_32199	868	XP_050276991.1uncharacterized protein LOC126718716	
FAGR_UCONN_32200	1062	XP_030944617.1alpha-aminoadipic semialdehyde synthase isoform X1	GO:0019878;GO:0033512;GO:0047130;GO:0047131;GO:0005737;GO:0016020
FAGR_UCONN_32201	429	KAF3966606.1hypothetical protein CMV_009310	GO:0043161;GO:0031593;GO:0005634;GO:0005829;GO:0008540
FAGR_UCONN_32202	133	KAF3961273.1hypothetical protein CMV_014098	GO:0005509
FAGR_UCONN_32203	656	XP_050272396.1probable LRR receptor-like serine/threonine-protein kinase At2g23950	GO:0016310;GO:0004674;GO:0005524;GO:0016020
FAGR_UCONN_32204	317	XP_030973280.1uncharacterized protein LOC115993134	GO:0016020
FAGR_UCONN_32205	492	XP_050256655.1uncharacterized protein LOC126702083	GO:0016310;GO:0004672;GO:0005524
FAGR_UCONN_32206	222	XP_023927934.1TNF receptor-associated factor homolog 1b-like	
FAGR_UCONN_32207	407	KAF3962408.1hypothetical protein CMV_013075	GO:0002098;GO:0030488;GO:0000049;GO:0008757;GO:0106335;GO:0005634;GO:0005737
FAGR_UCONN_32208	167	XP_030975872.1H/ACA ribonucleoprotein complex subunit CBF5	
FAGR_UCONN_32209	2165	XP_050280734.1uncharacterized protein LOC126721715 isoform X1	
FAGR_UCONN_32210	272	KAF3972659.1hypothetical protein CMV_003864	GO:0006580;GO:0009229;GO:0042131;GO:0046872;GO:0052731;GO:0052732
FAGR_UCONN_32211	663	"XP_023905628.1protein ACTIVITY OF BC1 COMPLEX KINASE 1, chloroplastic isoform X2"	GO:0016310;GO:0003924;GO:0004672;GO:0005524;GO:0005525;GO:0046872
FAGR_UCONN_32212	247	KAF3961775.1hypothetical protein CMV_013634	
FAGR_UCONN_32213	147	POF27043.1e3 ubiquitin-protein ligase rha2a	GO:0016567;GO:0008270;GO:0061630;GO:0016020
FAGR_UCONN_32214	326	XP_023928146.1peroxidase 17-like	GO:0006979;GO:0042744;GO:0098869;GO:0020037;GO:0046872;GO:0140825;GO:0005576
FAGR_UCONN_32215	445	KAF3968255.1hypothetical protein CMV_007829	GO:0006259;GO:0004534;GO:0035312
FAGR_UCONN_32216	500	XP_030954957.1AFG1-like ATPase	GO:0005524;GO:0016887;GO:0005739;GO:0009507
FAGR_UCONN_32217	325	XP_023882091.1uncharacterized protein LOC111994442 isoform X1	GO:0006281;GO:0006285;GO:0003824;GO:0016787;GO:0034039;GO:0005634
FAGR_UCONN_32218	583	XP_023914905.1protein NRT1/ PTR FAMILY 3.1 isoform X1	GO:0006857;GO:0010336;GO:0055085;GO:0022857;GO:0005886;GO:0097708
FAGR_UCONN_32219	320	XP_023920682.1uncharacterized protein LOC112032156 isoform X2	GO:0006457
FAGR_UCONN_32220	497	"XP_030974388.1pentatricopeptide repeat-containing protein At3g06430, chloroplastic"	GO:0009553;GO:0009555;GO:0009793;GO:0048868;GO:0003729;GO:0019843;GO:0009507
FAGR_UCONN_32221	521	XP_023888382.1protein NUCLEAR FUSION DEFECTIVE 4	GO:0016020
FAGR_UCONN_32222	396	KAB1203498.1Chaperone protein dnaJ 10	
FAGR_UCONN_32223	296	XP_023914967.1uncharacterized protein LOC112026510	GO:0006508;GO:0005524;GO:0008233
FAGR_UCONN_32224	325	KAF3948732.1hypothetical protein CMV_025306	GO:0016020
FAGR_UCONN_32225	514	XP_030934375.1E3 ubiquitin-protein ligase XBAT33	GO:0016740;GO:0046872
FAGR_UCONN_32226	224	XP_050267807.1uncharacterized protein LOC126712508	
FAGR_UCONN_32227	153	KAF5446642.1hypothetical protein F2P56_032253	GO:0004314
FAGR_UCONN_32228	555	KAF3976493.1hypothetical protein CMV_000317	GO:0008615;GO:0042823;GO:0004733;GO:0010181;GO:0046872;GO:0052856;GO:0052857
FAGR_UCONN_32229	378	KAF3971741.1hypothetical protein CMV_004687	GO:0051603;GO:0004197;GO:0005615
FAGR_UCONN_32230	430	KAG2685963.1hypothetical protein I3760_10G152600	GO:0031072;GO:0051082
FAGR_UCONN_32231	651	"XP_050250148.1aminodeoxychorismate synthase, chloroplastic isoform X1"	GO:0000162;GO:0006541;GO:0008153;GO:0046654;GO:0046656;GO:0046820;GO:0005737
FAGR_UCONN_32232	206	XP_023906840.1N-acetyltransferase 9-like protein isoform X2	GO:0008080;GO:0005829
FAGR_UCONN_32233	505	XP_050244458.1protein WVD2-like 4 isoform X1	GO:0008017;GO:0005737;GO:0005856
FAGR_UCONN_32234	926	XP_023919966.1alpha-glucosidase-like isoform X1	GO:0005975;GO:0004553;GO:0030246
FAGR_UCONN_32235	218	XP_030944331.1chromatin remodeling protein SHL-like isoform X2	GO:0003682;GO:0046872;GO:0016020
FAGR_UCONN_32236	171	KAF3959845.1hypothetical protein CMV_015378	
FAGR_UCONN_32237	404	XP_030924035.1protein ANTHESIS POMOTING FACTOR 1	GO:0009827;GO:0003682;GO:0005737;GO:0048188
FAGR_UCONN_32238	500	XP_050285549.1protein MAIN-LIKE 2-like	GO:0010073;GO:0005634
FAGR_UCONN_32239	504	KAF3962226.1hypothetical protein CMV_013236	GO:0002939;GO:0005975;GO:0042973;GO:0052906;GO:0005634;GO:0005759;GO:0016020
FAGR_UCONN_32240	321	XP_030548969.1THO complex subunit 3	GO:0006406;GO:0000445
FAGR_UCONN_32241	154	XP_030953149.1probable phospholipase A2 homolog 1	GO:0006644;GO:0009555;GO:0009846;GO:0009860;GO:0016042;GO:0050482;GO:0004623;GO:0005509;GO:0008289;GO:0005576
FAGR_UCONN_32242	142	XP_020589023.1thioredoxin-like protein YLS8	GO:0000398;GO:0005681;GO:0005682;GO:0046540
FAGR_UCONN_32243	279	KAF3945177.1hypothetical protein CMV_028420	GO:0003755
FAGR_UCONN_32244	416	XP_050249582.1probable inactive purple acid phosphatase 29 isoform X1	GO:0016787;GO:0016020
FAGR_UCONN_32245	677	KAF3969034.1hypothetical protein CMV_007137	GO:0006355;GO:0007389;GO:0009734;GO:0048829;GO:0051301;GO:0003677;GO:0005634
FAGR_UCONN_32246	1541	XP_023893777.1ABC transporter C family member 5	GO:0055085;GO:0005524;GO:0016887;GO:0140359;GO:0016020
FAGR_UCONN_32247	175	OMO69361.1Ribosomal protein S17e	GO:0006412;GO:0003735;GO:0005840;GO:1990904
FAGR_UCONN_32248	315	XP_050279871.1uncharacterized protein LOC126720974	GO:0000460;GO:0000470;GO:0030687
FAGR_UCONN_32249	169	KAF3969531.1hypothetical protein CMV_006685	
FAGR_UCONN_32250	165	KAF3949011.1hypothetical protein CMV_025059	GO:0016043;GO:0050794;GO:0005886
FAGR_UCONN_32251	497	KAF3974016.1hypothetical protein CMV_002613	
FAGR_UCONN_32252	150	"XP_024027735.1lon protease homolog 1, mitochondrial, partial"	GO:0006515;GO:0034599;GO:0051131;GO:0070407;GO:0004176;GO:0004252;GO:0005524;GO:0016887;GO:0043565;GO:0005759
FAGR_UCONN_32253	654	KAF3948637.1hypothetical protein CMV_025391	GO:0005975;GO:0004564;GO:0005775;GO:0016020
FAGR_UCONN_32254	258	POE98967.1putative apyrase 6	GO:0009134;GO:0005524;GO:0017110;GO:0016020
FAGR_UCONN_32255	280	"XP_030953428.1cytochrome b-c1 complex subunit Rieske-4, mitochondrial-like"	GO:0006122;GO:1902600;GO:0008121;GO:0046872;GO:0051537;GO:0005750
FAGR_UCONN_32256	686	KAF3968755.1hypothetical protein CMV_007399	GO:0006413;GO:0070897;GO:0003743;GO:0017025;GO:0005634;GO:0097550
FAGR_UCONN_32257	890	XP_018838815.2leucine-rich repeat receptor-like tyrosine-protein kinase PXC3	GO:0009755;GO:0016310;GO:0004672;GO:0005524;GO:0033612;GO:0038023;GO:0005886
FAGR_UCONN_32258	302	"XP_030944325.1soluble inorganic pyrophosphatase 6, chloroplastic"	GO:0006796;GO:0000287;GO:0004427;GO:0005737
FAGR_UCONN_32259	214	XP_030971731.1quinone oxidoreductase PIG3-like	GO:0016651;GO:0070402
FAGR_UCONN_32260	454	XP_050289323.1uncharacterized protein LOC126727586	GO:0004314
FAGR_UCONN_32261	129	KAF3963175.1hypothetical protein CMV_012411	GO:0008033;GO:0016310;GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0016301;GO:0016740;GO:0030247;GO:0016020
FAGR_UCONN_32262	164	KAF3959838.1hypothetical protein CMV_015390	GO:0016567;GO:0016740;GO:0016020
FAGR_UCONN_32263	582	XP_030972148.1ultraviolet-B receptor UVR8	GO:0016020
FAGR_UCONN_32264	145	XP_030948210.1protein cornichon homolog 4-like	GO:0016192;GO:0016020
FAGR_UCONN_32265	735	XP_050288231.1cellulose synthase-like protein E6	GO:0030244;GO:0016760;GO:0016020
FAGR_UCONN_32266	273	KAF3972573.1hypothetical protein CMV_003937	GO:0006412;GO:0003729;GO:0003735;GO:0022625
FAGR_UCONN_32267	417	"XP_050248316.1dihydroorotase, mitochondrial isoform X1"	GO:0006207;GO:0044205;GO:0004151;GO:0046872;GO:0005737
FAGR_UCONN_32268	273	KAF3944836.1hypothetical protein CMV_028737	
FAGR_UCONN_32269	106	-	
FAGR_UCONN_32270	597	KAF3968515.1hypothetical protein CMV_007603	GO:0000226;GO:0008017;GO:0005737;GO:0005819
FAGR_UCONN_32271	470	XP_023884979.1sulfite exporter TauE/SafE family protein 4 isoform X1	GO:0016567;GO:0016020;GO:0031464
FAGR_UCONN_32272	99	KAF3950817.1hypothetical protein CMV_023477	GO:0003676;GO:0008270
FAGR_UCONN_32273	147	KAF3944598.1hypothetical protein CMV_028943	
FAGR_UCONN_32274	318	XP_023920006.1uncharacterized protein LOC112031550	
FAGR_UCONN_32275	373	XP_023910927.1metal tolerance protein B isoform X1	GO:0071577;GO:0005385;GO:0005773;GO:0005886
FAGR_UCONN_32276	224	XP_023905534.1germin-like protein subfamily 3 member 2	GO:0030145;GO:0048046
FAGR_UCONN_32277	377	XP_023925808.1zinc transporter 8-like	GO:0071577;GO:0005385;GO:0016020
FAGR_UCONN_32278	609	XP_023895181.1DEAD-box ATP-dependent RNA helicase 17	GO:0042254;GO:0003723;GO:0003724;GO:0005524;GO:0016887;GO:0005634
FAGR_UCONN_32279	1725	XP_023895832.1uncharacterized protein LOC112007695	GO:0008270
FAGR_UCONN_32280	593	XP_041022538.1protein TRANSPORT INHIBITOR RESPONSE 1-like	GO:0009734;GO:0031146;GO:0000822;GO:0019005
FAGR_UCONN_32281	131	XP_023904088.1probable pectate lyase 4	GO:0045490;GO:0030570;GO:0046872
FAGR_UCONN_32282	387	XP_042988317.1monoacylglycerol lipase isoform X1	GO:0016298;GO:0016020
FAGR_UCONN_32283	248	XP_023872370.1uncharacterized protein LOC111984981	GO:0016020
FAGR_UCONN_32284	137	XP_023917107.1putative disease resistance protein RGA3	
FAGR_UCONN_32285	440	XP_023872995.1amino acid transporter AVT3B-like	GO:0009734;GO:0015804;GO:1902475;GO:0015175;GO:0015179;GO:0015293;GO:0005774
FAGR_UCONN_32286	244	XP_023919324.1thaumatin-like protein	GO:0006952;GO:0005576
FAGR_UCONN_32287	236	XP_030944999.1uncharacterized protein LOC115969479	
FAGR_UCONN_32288	489	XP_023876663.1probable plastidic glucose transporter 2	GO:0008645;GO:0015149;GO:0016020
FAGR_UCONN_32289	288	XP_042974418.1patatin-like protein 2 isoform X4	GO:0016042;GO:0004620;GO:0047372;GO:0016020
FAGR_UCONN_32290	209	XP_050282562.1rac-like GTP-binding protein RAC2	GO:0006914;GO:0007015;GO:0007163;GO:0007264;GO:0008360;GO:0030865;GO:0032956;GO:0003924;GO:0004767;GO:0005525;GO:0019901;GO:0000421;GO:0005856;GO:0005886;GO:0031410;GO:0042995
FAGR_UCONN_32291	797	XP_050260420.1AT-rich interactive domain-containing protein 4	GO:0003677
FAGR_UCONN_32292	293	XP_023874366.1WAT1-related protein At5g40230-like isoform X1	GO:0055085;GO:0022857;GO:0016020
FAGR_UCONN_32293	527	KAF3970761.1hypothetical protein CMV_005565	GO:0016310;GO:0050832;GO:1901002;GO:0004672;GO:0005509;GO:0005524
FAGR_UCONN_32294	817	KAF3950584.1hypothetical protein CMV_023685	GO:0034982;GO:0004176;GO:0004222;GO:0005524;GO:0008270;GO:0016887;GO:0005745
FAGR_UCONN_32295	511	KAF3952363.1hypothetical protein CMV_022072	GO:0006433;GO:0004827;GO:0005524;GO:0005737;GO:0017101
FAGR_UCONN_32296	420	KAF3958207.1hypothetical protein CMV_016861	GO:0010268;GO:0016125;GO:0016132;GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0005776;GO:0005874;GO:0016020
FAGR_UCONN_32297	239	KAF3944021.1hypothetical protein CMV_029471	GO:0003676;GO:0004519;GO:0008270
FAGR_UCONN_32298	378	XP_018824287.1uncharacterized protein At5g39865-like	
FAGR_UCONN_32299	1063	KAF3951586.1hypothetical protein CMV_022783	GO:0006099;GO:0015977;GO:0008964;GO:0005829
FAGR_UCONN_32300	330	KAE8038156.1hypothetical protein FH972_010692	GO:0006788;GO:0015979;GO:0004392;GO:0009507
FAGR_UCONN_32301	526	KAE8054994.1hypothetical protein FH972_011869	GO:0016233;GO:0032210;GO:0010521;GO:0098505;GO:0000783
FAGR_UCONN_32302	1033	"XP_050247006.1DNA polymerase I A, chloroplastic/mitochondrial"	GO:0006261;GO:0006302;GO:0071897;GO:0003677;GO:0003887;GO:0008408
FAGR_UCONN_32303	124	XP_050273599.1uncharacterized protein LOC126716704	GO:0016614
FAGR_UCONN_32304	291	XP_023880252.1uncharacterized protein LOC111992611	GO:0006631;GO:0004300;GO:0016616;GO:0070403
FAGR_UCONN_32305	1326	XP_030948330.1protein transport protein SEC16B homolog isoform X2	GO:0006914;GO:0007030;GO:0015031;GO:0048208;GO:0070973;GO:0000139;GO:0012507;GO:0070971
FAGR_UCONN_32306	721	"XP_030938073.1serine protease SPPA, chloroplastic"	GO:0006465;GO:0008233;GO:0016020
FAGR_UCONN_32307	533	XP_050245605.1glycosyltransferase-like At2g41451	GO:0009737;GO:0030244;GO:0016757;GO:0016020
FAGR_UCONN_32308	187	XP_030955809.1late embryogenesis abundant protein At1g64065-like	GO:0016020
FAGR_UCONN_32309	1188	XP_023879012.1protein BRASSINOSTEROID INSENSITIVE 1	GO:0001578;GO:0009647;GO:0009729;GO:0009742;GO:0009911;GO:0010224;GO:0010268;GO:0010584;GO:0016310;GO:0048366;GO:0048657;GO:0090351;GO:0004674;GO:0005496;GO:0005524;GO:0038023;GO:0042803;GO:0046982;GO:0005768;GO:0005886;GO:0032991
FAGR_UCONN_32310	360	XP_050271508.1uncharacterized protein LOC126715110	GO:0006006;GO:0033499;GO:0004034;GO:0030246
FAGR_UCONN_32311	502	XP_030945137.1U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase-like isoform X1	GO:0070475;GO:0052907;GO:0005634
FAGR_UCONN_32312	530	XP_023922472.1beta-glucosidase 46-like	GO:0005975;GO:0004553
FAGR_UCONN_32313	298	KAF3959639.1hypothetical protein CMV_015565	GO:0005886
FAGR_UCONN_32314	166	XP_034674372.1disease resistance protein RPP2B-like	GO:0050896
FAGR_UCONN_32315	414	XP_042948843.1ribokinase	GO:0019303;GO:0046835;GO:0004747;GO:0005524;GO:0046872;GO:0005634;GO:0005737
FAGR_UCONN_32316	121	KAB1204071.1hypothetical protein CJ030_MR8G028350	GO:0016020
FAGR_UCONN_32317	406	"XP_050286495.1glucan endo-1,3-beta-glucosidase 14 isoform X3"	GO:0005975;GO:0042973;GO:0016020
FAGR_UCONN_32318	588	KAF3952179.1hypothetical protein CMV_022241	GO:0035442;GO:0042939;GO:0042937;GO:0071916;GO:0016020
FAGR_UCONN_32319	656	XP_030969882.1LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.1	GO:0016310;GO:0004674;GO:0005524;GO:0030247;GO:0016020
FAGR_UCONN_32320	300	XP_023927136.1uncharacterized protein LOC112038550	GO:0016020
FAGR_UCONN_32321	306	XP_018810861.1uncharacterized protein LOC108983615	GO:0000175
FAGR_UCONN_32322	981	XP_023912653.1myosin-binding protein 2-like	GO:0080115;GO:0016020
FAGR_UCONN_32323	214	XP_050269144.1uncharacterized protein LOC126713433	GO:0016020
FAGR_UCONN_32324	266	XP_050251169.1two-component response regulator ORR9-like isoform X2	GO:0000160;GO:0009736
FAGR_UCONN_32325	159	KAF3951790.1hypothetical protein CMV_022594	GO:0016020
FAGR_UCONN_32326	527	"XP_050264561.1plastidal glycolate/glycerate translocator 1, chloroplastic"	GO:0009658;GO:0009737;GO:0009853;GO:0010118;GO:0042631;GO:0048527;GO:0097339;GO:1901975;GO:0043879;GO:1901974;GO:0009706
FAGR_UCONN_32327	380	"XP_023885917.1transcription termination factor MTERF8, chloroplastic-like"	GO:0006353;GO:0006355;GO:0003690
FAGR_UCONN_32328	130	KAF3965669.1hypothetical protein CMV_010164	GO:0016491;GO:0016020
FAGR_UCONN_32329	615	XP_030938716.1alpha-mannosidase I MNS5	GO:0005975;GO:0004571;GO:0005509;GO:0005783;GO:0016020
FAGR_UCONN_32330	391	XP_023915166.1maspardin	GO:0016020
FAGR_UCONN_32331	352	XP_023911830.1uncharacterized protein LOC112023458	GO:0016787
FAGR_UCONN_32332	265	XP_023908113.1G-box-binding factor 4-like	GO:0045893;GO:0003700;GO:0005634
FAGR_UCONN_32333	225	XP_023897151.1uncharacterized protein LOC112009032	
FAGR_UCONN_32334	473	KAB1203550.1Cytochrome P450 87A3	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0016020
FAGR_UCONN_32335	510	XP_030957306.1transcription factor TGA9 isoform X1	GO:0006355;GO:0000976;GO:0003700
FAGR_UCONN_32336	208	KAF3969216.1hypothetical protein CMV_006964	GO:0006355;GO:0003677;GO:0003700;GO:0005634
FAGR_UCONN_32337	741	"XP_023895333.1ABC transporter B family member 25, mitochondrial isoform X1"	GO:0006879;GO:0055085;GO:0005524;GO:0016887;GO:0140359;GO:0005743
FAGR_UCONN_32338	859	XP_023904047.1protein RDM16 isoform X1	GO:0000398;GO:0046540
FAGR_UCONN_32339	194	"XP_030966804.1organelle RRM domain-containing protein 1, chloroplastic-like"	GO:0006397;GO:0016554;GO:0003723
FAGR_UCONN_32340	205	XP_030973172.1protein NDR1-like	GO:0098542;GO:0009506;GO:0016020
FAGR_UCONN_32341	1697	XP_030947333.1uncharacterized protein LOC115971509 isoform X1	GO:0008270
FAGR_UCONN_32342	164	XP_050268193.1uncharacterized protein LOC126712778	GO:0000278;GO:0007059;GO:0051301;GO:0008017;GO:0000940;GO:0005737;GO:0005876
FAGR_UCONN_32343	419	XP_050249744.1cytochrome P450 87A3-like isoform X2	GO:0010268;GO:0016125;GO:0016132;GO:0004497;GO:0046872
FAGR_UCONN_32344	358	XP_050287754.1tobamovirus multiplication protein 1-like	GO:0016020
FAGR_UCONN_32345	674	"XP_023903515.1RAP domain-containing protein, chloroplastic-like isoform X1"	GO:0000963;GO:0044528;GO:1901259;GO:0003723;GO:0005759;GO:0009507;GO:0035770;GO:0042646
FAGR_UCONN_32346	368	KAF3966404.1hypothetical protein CMV_009490	GO:0055085;GO:0022857;GO:0005886
FAGR_UCONN_32347	335	XP_030926625.1FH protein interacting protein FIP2	GO:0051260
FAGR_UCONN_32348	747	XP_050286783.1putative receptor-like protein kinase At1g80870	GO:0016310;GO:0004672;GO:0005524;GO:0016020
FAGR_UCONN_32349	309	XP_002513006.2NADP-dependent D-sorbitol-6-phosphate dehydrogenase	GO:0004032;GO:0047641;GO:0005829
FAGR_UCONN_32350	248	XP_030969591.1uncharacterized protein LOC115989851	GO:0016020
FAGR_UCONN_32351	1089	XP_023919207.1uncharacterized protein LOC112030773 isoform X1	GO:0009301;GO:0000987
FAGR_UCONN_32352	301	"XP_023889104.1rhodanese-like domain-containing protein 11, chloroplastic"	
FAGR_UCONN_32353	1107	KAF3970519.1hypothetical protein CMV_005800	GO:0035091;GO:0005768;GO:0016020
FAGR_UCONN_32354	227	XP_023872353.1blue copper protein isoform X1	GO:0022900;GO:0009055;GO:0016020
